cat,label,review,predict_before,predict_after
书籍,1,这本书两次让我差点流泪的情节，均与裕进与印子的感情无关，而是亲情，一次是裕进失足落水醒来，姐姐裕逵流泪，另一次是得悉姐姐怀孕，全家人的高兴。当然裕进与对印子的那番深情，也是写得荡气回肠，再也没有那个夏天，往事岂可重来？当当出了亦舒作品集1-45后，又出了1-80，怎么没有46-80的卖？让我这种买了1-45的，干巴巴的零敲碎打的买后续，一点不人性化。,那一个夏天（推断）,让孩子做主
书籍,1,这本书连着看了两遍。为那些如同发生在身边触手可及的案例，为那些为人父母很容易走偏的路，为心爱的孩子—希望自己能将书中的菁华尽量多地吸取到生活的言行中，真正成为陪伴孩子快乐健康成长的同路人。“大道至简”，这本简洁实用的心理书籍，可以推而广之地运用在众多关系的处理上，因为只要你用心读，你愿意实践，就能掌握那些高效的方法。她确实是一本不可多得的好书。,正面管教》（推断）,求医不如求己
书籍,1,这本书讲护肤的不多，有关按摩方法没有写出来，护肤的讲解总体比较模糊，还有些DIY面膜化妆水的偏方感觉像是网上搜下来的，没有经人试用过，我也不敢用。不过作者的心态很好，这本书给人一个全新的生活，文字中透出阳光清新让人很舒服，女人要学会爱自己，很多人怕生宝宝后变成黄脸婆，但在这本书上看到当上妈妈我也能更美丽。这本书我很喜欢，这像是一个女人的自述，或许原来我也可以让生活这么精致！,护肤全书（推断）,Telling Lies
书籍,1,这本书简易懂，我觉得对我最大的帮助是让我了解了人的成长历程——主要是婴儿期不同方面的成长，让我在实际生活中对我的小孩多了一份理解，他难缠耍赖的时候，我以前虽然是用不同的方法解决了，但是心里难免烦躁难过之类的，看过这本书后，我再面对我的孩子的时候，不会再头疼了，他的不同的表现都是符合他这个时候的年龄特点的，我会更加理解他，耐心欣赏分析他，也会调整自己做一个更好的妈妈。,发展心理学（推断）,恶意
书籍,1,这本书集合了很多英语学习的方法，而不是单单的一些比较旧比较传统的方法，他告诉读者怎样作为一门语言去运用，怎样了解英语作为第一语言国家的丰富的情况。是英语学习者不可多得的好伙伴。in use就很好的说明了是在叫我们怎样去用它，怎么去survive于foreign country。这是是非重要的。也是学习英语的最终目的。相当不错的。赞赞赞！！！！！,English in Use（推断）,约定
书籍,1,这本书很真实细腻地反映了花季少女在患白血病后的心路历程和经历。我感叹于作者怎么能在40多岁的年纪还能用10多岁少女的口吻写下这本书。这里虽然充斥着死亡的恐惧、对上天的抱怨，但是我看到了更多的是人性的光辉，不论他是由什么东西表现出来的。看到泰莎最后能那么安详地去世，我悟到了可怕的不是死亡，可怕的是在临死之际还有很多为了的心愿未完成。这是一本很值得一看的书。珍惜当下，珍惜生命吧。,星星女孩（推断）,草莓点心
书籍,1,这本书很有意思，因为个人和喜欢阮籍，所以就卖了这本书，本书中谈到的阮籍很可爱啊！超级喜欢他的，不过相反的对嵇康倒没太大的兴趣，不过毕竟是竹林七贤之一，有时候还是很可爱的，比如说光着膀子在树下打铁的时候，给山涛写绝交书的时候！都很可爱啊，不过还是最最喜欢阮籍！！！这本书很有意思，有一点戏说的成分，但是要比看枯燥的正式有意思，可以参考正史来读这本书（此为个人意见也。）,世说新语（推断）,四书五经
书籍,1,"这本书很好，大师的笔法果然非同一般，不过绪论对孔子的批斗让我很不满，我有点不明白为什么讲老子就一点要屁孔子呢，甚至有些都是欲加之罪，比如“讽刺孔子哲学，固非难事，他的崇礼仪、厚葬久丧比鼓励其弟子钻营官职，以期救世，均足供为讽刺文章的材料。”（P3第三段）就很没有道理。论语中就有这样一句话,我借以反驳“林放问礼之本，子曰：大哉问，礼，与其奢也，宁俭。丧，与其易也，宁戚。”",老子（推断）,徐小平的作品
书籍,1,这本书很好，不但从地铁的设计规范，也在地铁隧道的细节做了很多的介绍。对我自己来说，很有帮助，我们掌握了更多的关于铁路隧道二次衬砌的基本规范，还有就是地质雷达探测的基本步骤和理论。这本书为地铁隧道检测提供了较为全面的知识和规范。如果你是从事铁路隧道检测工作，如果你从事地质雷达的探测工作，那么请你一定要参阅这本书，肯定收益丰硕。,地铁隧道检测与规范（推断）,王贵与安娜
书籍,1,这本书涵盖的知识面比较广，贴近日常生活，适合一看再看，很有价值的一本书。我小义女收到之后常常抱着书不放，很宝贝的，这套书够她看一阵子了，毕竟内容丰富啊。里面有一些知识啊比如饮食习惯比较美国化，妈妈讲解的时候会比较不直观，因为宝宝无法与现实生活联系啊。还有比如忙忙碌碌镇的打字机，时代太久远了，大人都没概念了，何况中国的小朋友。如果中国人也能出一套类似这样的书就好了。,忙忙碌碌镇（推断）,萨提亚冥想
书籍,1,这本书非常好，非常值得一看，特别是谈恋爱的男女，还有已经结婚的夫妻，或者是想要和异性有更深的了解，都需要去了解这本书里面的内容，了解异性，你将赢得整个世界，了解同类性别的人，你只赢得半个世界，但是你了解同性别的人和了解异性后，你将了解全世界，无所不能。所以这本书是你幸福的关键，会让你赢得人生的。只要你想对异性有更深的了解，就必须要看这本书。,男人来自火星，女人来自金星（推断）,财报就像一本故事书
书籍,1,这本书对财务管理方面各个模块的主要内容进行了简单的介绍，是入门的一个不错的选择，但是如果是没有接触过SAP或ERP的读者来说，可能有稍稍的难度，读起来理解不会那么的深刻，如果能结合实际业务，那么不论是对该书的理解还是对SAP的财务管理理论思想的掌握以及其在各行业的应用都将得到非常大的帮助，当然这对初学者有一定的难度，毕竟实践是一个漫长的过程。此书适合随时阅读，反复阅读。,SAP财务管理（推断）,青铜时代
书籍,1,这本书的作者自己有多年食品添加剂行业工作的经验，而且自己曾经立志成为食品添加剂之神，并被食品添加剂行业视为“神”，所以，他写出来的东西应该有相当水准，这是不用怀疑的。但是，很多人可能会认为该书会像天书一样晦涩难懂，因为其中必然涉及食品添加剂领域的术语。可以，我一路走来，却是轻松异常。太通俗易懂了！我用了1天的时间，就基本上看完了书的大概。所以，我姑且称之为一本很好的科普读物！,食品添加剂之神（推断）,好妈妈胜过好老师
书籍,1,这本书的最大有点在于它的朴实和实用，书里没有什么说教，没有什么大道理，但是教给我们许多与孩子交流沟通的技巧，再加上一些练习，对我们教育培养孩子确实有很大帮助。我想，如果照着里面说的去做，即使不能说百分百地有效，但一定会大大改善与孩子的关系。可惜许多技巧我现在还没办法去实践，两岁半的孩子还停留在无理取闹的阶段，不过很快我就可以用上这些方法的，所以现在要抓紧学习，呵呵呵。,如何说孩子才会听 怎么听孩子才肯说（推断）,英语口语900句
书籍,1,这本书的纸张满好的，插图色彩丰富，配合的文字表面看来浅显简单，内在细细品位满有道理的，平时工作之余看看很能放松心情。虽然写的是孩子的世界的心声，当然我们每个人都是从孩子世界走过来的，这本书似乎又把自己也带回了童年那些浪漫天真而又幼稚可笑的回忆。呵呵，读完好好保存，以后和孩子一起看，也是不错的亲子互动。保持一份纯真和童心是多么美好的一件事情。,窗边的小豆豆（推断）,神奇校车
书籍,1,这本书的远比我想象的好，书的排版很精致，有我喜欢的花边，特别是那淡蓝色的扉页，加上小天使的勾勒，很有那种欧洲以前的那种老书的韵味，印刷也很好，字体不算小，我买的原版书比这个小，书确实是厚了些，分两册出确实更好，总之很满意。,傲慢与偏见（推断）,哈佛商业评论
书籍,1,这本书的网络版给予自己的震动其实更大，因为很难想象一份禁忌的感情，能让一个读者如此自然而又真心的期待着，理解着并祝福着，但它做到了。订书的时候，我就想着，出于和谐，某些细节与“关系”的定位上肯定会有所变化，果然。但出于对该书的很喜欢，还是买了实体书。虽与网络版略有不同，但仍是一本好书，只是某种方面来说，其震憾度可能会有所减弱，却又比实体书又多了些什么。,网络版（推断）,温度决定生老病死
书籍,1,这本书的革命性医学理念，在于变治疗医学为预防医学，让我认识了世界顶级的保健品USANA，并通过一段时间的服用，彻底改变了我原来过敏性哮喘和过敏性鼻炎的几十年顽症。USANA还有更多针对性的顶级保健品提供，我3岁的儿子也在服用USANA针对小儿的保健品。强烈向大家推荐USANA保健品（e-mail:tonytong7015@yahoo.com.cn可以了解更多）USANA可能是目前世界上最好的保健品，但绝对不是最贵的保健品。,USANA（推断）,穗子物语
书籍,1,这本书带给人许多思考，即使不是自己或身边的亲人正面临死亡，依然是本值得一看的好书。虽然本书是以基督教信仰为基础，书中还是有许多地方也能帮助没有宗教信仰的人。比如说他提到一个人面临死亡的时候，最希望得到的是更多的爱，这提醒了我也许我们不能为年迈的祖父母减轻对死亡的恐惧，但是我们可以更多的关爱他们，让他们在世的每一天都不至于感到孤独。,最后的礼物（推断）,霸王别姬
书籍,1,"这本书不能让你驰骋商海与股市,但是他能让你了解一个全景的巴菲特。第一次让这个人物鲜活的展现在读者面前，这里他不是那个充满光环的股神和投资大师。而是一个有血有肉的普通人，他就像你的朋友在身边一样读者普通的故事，感受他所经历的人生路程。很不错推荐给大家，感觉到时和沃伦在一起成长！在这里他褪去了光环像普通人一样让读者去了解！我要谢谢作者展现给大家一个全景的巴菲特！",巴菲特传（推断）,轱辘轱辘转
书籍,1,这本书，我看了之后，觉得写得很好，不是讲大道理，很朴实，很辩证的看待班主任工作，包括“体罚”学生之类的情况，书上都有自己独到的见解，这是我见到的与许多班主任工作书籍不同的一本，或者说是另类吧，是一本来源于实际、来源于基层的书籍，对于班主任的困惑和矛盾，基本上都可以解答。如有兴趣，请看一下，也许你的班主任工作将轻松无比，且无思想包袱。,班主任工作书籍（推断）,全脑开发
书籍,1,这本书，我才读了二篇就被吸引住了。作者很有才气，写出了自己的真情实感，说得上是文笔清晰，语言流畅，真情流露，文字也很美。跟随作者的脚步，我们一直向南方进发，草木的香气扑鼻而来，花儿开了，是别样的火红，走进南国的草木深处，小溪清清，果实累累，剖开一枚异果，香甜弥漫，令人陶醉，令人口水要流出来了。作者，让我们领略了无数的奇花异果，长了眼界，长了知识，满足了好奇心。好书，我推荐。,南方草木状（推断）,月亮的味道
书籍,1,这本是朋友推荐的星火，以前没用过星火的东西，而且是在考前最后一周我才买的……首先，发货速度好快，3天就到了；然后是，我好喜欢里面赠送的碟片，除了真题的听力，考试方法的讲座，还有高频词汇的造句，我觉得挺有用的~~最后就是，最后一周虽然用它已经太晚了，但我觉得他给了我很大的心理支持……买这本的让我比较看好星火这个牌子，以后要买，肯定星火是优先选择啦~~~O(∩_∩)O哈哈~,星火（推断）,晨晨的作品
书籍,1,"这本如夏天般绚烂的书,已被我深深刻在了心底,心中的那份感动,仍在心湖荡漾开涟漪,久久不能平息.....这是我看晓溪的第一本书,从此喜欢上了晓溪结局对我来说是美好的,一开始,我就很喜欢欧辰,而洛熙也获得了无可替代的平静,很美好...不过,也许我比较倒霉,第三部竟然少了30多页,只好重买一本,但我一点也没心疼,这部书带给我的远远不止那几十块钱!",泡沫之夏（推断）,程然的作品
书籍,1,这本对于我这种不喜欢看说教的书很实用，和杜拉拉一样，都是以小说的形式写的，让我从中学到很多东西，和小强一起成长！虽然知道很多时间是挤出来的，但是却不知道怎么去做，这些挤出来的时间要做些什么才不浪费！学到了什么是时间黑洞？如何避免？找到了自己的职业价值观，设立可实现的目标，如何实现目标，把目标任务化作下一步行动，一点一点我都学到了，而且我还在努力的改正我之前的坏习惯~真的很感谢作者，您的书写的真好， 受益匪浅~2009，我要加油！,小强升职记（推断）,大卫不可以
书籍,1,这本读物应当是在少年时期就阅读的，如果那时看了这本书，也许会改变自己对历史的看法，会影响自己未来的走向。我们少年时期接受的大多是正统的历史教材，太多的教条，太多的先进性与局限性的对比，太多阶级斗争的总结。而真实的历史就是作者的观察切入点，一个平凡的人或一件平凡的事，改变了或创造了历史的走向。其实，我们自己的人生何尝不是如此……,历史深处的忧虑（推断）,郑渊洁的作品
书籍,1,找到你的位置满足你拥有的东西善待每一个人过一种好的生活不是关于物质，而是关于爱爱，永远是可遇不可求的看着书 会跟着杜威的行为大笑 会随着杜威的离去落泪一只很普通的小猫但是却让人为之动容最难做到的就是生命中些微的点点滴滴并且坚持所以那份爱才如溪流般涓涓融入心田很容易做到的事情最难坚持做到很简单的事情很难一直做下去所以应该静静地品味这本书,杜威（推断）,我爸爸
书籍,1,长长的墨迹，全部倾泻在这本书中。曾子墨这个“牲口”，远赴重洋，来到了陌生的达特茅斯学院，在美国，她显得那样保守，还有点格格不入，但她成功了，她在摩根斯坦利的高层改变了对中国人的看法。我们不由得承认，命运之神是那样的眷顾他，喜欢他。但她自己，也付出了鲜为人知的努力。这本书中，曾子墨向你倾诉：美国的生活，紧张的面试，没日没夜的工作，回到凤凰，还有她的时装宣言......,墨迹（推断）,富爸爸穷爸爸
书籍,1,张竞生先生的爱情观开国人之先河，在情海爱河中自由的遨游真是不亦快哉！张老先生的爱情理念是建立在女性独立及两性平等的基础之上的，张老先生生命中的那些独立自由、勇敢追求爱情的女性是多么可爱啊！这本书虽作于半个世纪以前，但其中的观念在今天的中国仍然是前卫的，给人很多思考与启迪。书中的优美语言如潺潺流水般娓娓道来，给人以美的享受。真是“美的漫谈”啊！,美的漫谈（推断）,小熊宝宝绘本
书籍,1,战争带给了人们无尽的伤痛，无论追逐权利的人得到的是什么，受伤的永远是手无寸铁的老百姓。有一句话让我特别感伤，“阿富汗有很多儿童，但没有童年”无辜的孩子们，来到这个世界上，经历痛苦的命运，或许他们真的想“一直在热水中”，他们很累很累。我也为哈桑的忠心感动，“为你，千千万万遍”，在这个充斥着谎言，利益，戴着面具生活的现代，又有几个忠心的朋友肯为你这般的付出呢。,追风筝的人（推断）,收起来
书籍,1,早知道台湾有这么一本书，但是大陆相关的书几乎没有。对房子的各种问题我们了解的太少了。买房子又不像买件衣服，不好了就不要了，这个应该慎之又慎。虽然书里面的东西也不是都能操作，因为有些需要专业的仪器什么的，但是也足以让我知道许多房子和健康相关的常识了。这种书在国内还不多见，对想维护健康的人很有意义，尤其家里有宝宝的，真的要注意。书也很漂亮，至少看着不累眼睛。满意啦！,房子和健康（推断）,我的双胞胎儿子5岁，他们很喜欢。我在给他们阅读的时候，他们很安静，聚精会神地倾听。中间我感动得
书籍,1,早闻沈从文大名，高中课本也学过，不过当真正看到这本书的时候，才让自己心灵为之一振，翠翠的善良，爷爷的淳朴，小镇的静谧，无不给人以美的享受，加上作者不温不火，娓娓道来的文笔，让人读起来真有一种冲动，想卸下自己的包袱，走出去，去拥抱大自然。现在，在深夜脱衣而眠的时候，我也开始做着一个湘西梦！梦里有美丽的姑娘，还有数不清的东西来洗涤心灵！,边城（推断）,迷宫
书籍,1,早就想看的书，今天终于如愿了。期待了这么久，总被时间遗忘。为微微加油，因微微伤心，被微微感动。看微微的大学生活，很是羡慕；想微微和阮阮的友情，很是嫉妒；其实我们也同样拥有。微微是幸运的，遇到了她认为的最爱陈孝正；微微也是幸福的，如愿嫁给了她一直期许的林静。跌宕起伏，很值得看的小说。上个月看了〈山月不知心底事〉，亦很好看，里面的向远，还跑到这里了呢，辛夷坞的作品很有连贯性哦。支持！,致我们终将逝去的青春（推断）,大风
书籍,1,早就听说此书，和朋友聊起来，听说潜规则“从某演员被导演潜规则了开始“。决定买本书拜读。感觉作者被正面的历史熏陶太久，故有发现潜规则的喜悦。读一读鲁迅关于吃人的感慨，再看看柏杨的历史年表，我这样的非专业人士也可以感觉到历史的黑暗。黑暗固然可怕，比它更可怕的是习惯黑暗、向黑暗低头！只要我辈高举德先生赛先生的伟大旗帜，不怕牺牲，心中就会有光明。世界就会有光明！,潜规则（推断）,他的国
书籍,1,赞美女人，从来都是以贤妻良母为标准的。似乎女人的一生只应该是奉献自己。一辈子做女孩，教你寻找女人的快乐，教女人以新的观点选择自己的生活方式。此书语言及思想的转变过程，信仰的寻找过程，毫无吸引我之处。吸引我的是结果。或者说最终的观点。 这是个个性化的年代，生活方式从来都不只限一种。选择你自己最乐意的！当然，经济不独立的人，就缺乏独立的人格。切记切记。。。,一辈子做女孩（推断）,绝对小孩
书籍,1,在这个社会中，人们越来越自私，什么都是以自己的利益为先，往往在这种丑陋的交际过程中暴露了自己的品行。。。相对应的，在这个社会中要站住脚跟，和个人的品行是分不开的，什么人交什么朋友一点也不错，我们不管别人的修养和素质是怎么样的，自己做不到，那就没有资格去评价别人，就是说你呢，公交车上踩人家脚又不肯张口说道歉的欧巴桑~这本书其实不适合你，因为看这本书的人，往往已经有了很好的品行~~,人性的弱点（推断）,窗边的小豆豆
书籍,1,在长沙各大书店跑了个遍，还是没有能买到这本词典（是在上研时我的导师力荐的，但一直没有去买），幸好有当当网，这么快就让我拥有了她，抱在手里很有感觉，比对了以前买的一些英汉词典，发现确实不一般，词条要丰富很多，而且注解也很详尽，唯有要说的是，要是条目能用彩色标注，不全是黑糊糊的，眼睛会好受很多，毕竟字体太小，加点色彩会要柔和一些的：）,词典（推断）,不一样的卡梅拉
书籍,1,在一个悲伤而压抑的日子里，阅读了这本书。那些曾经踮脚张望过的时光，在不知不觉中已经成了时间永远的过去。美好的高中校园，我已不是经历者，而是过来人。文字的背后，透露着熟悉而亲切的味道。那些成长的故事，你我都或多或少地经历过。也是以相类似的方式，成长着。喜欢寂地，MY WAY用色彩，文字。源源不断地给予力量。从心底深处，缓缓地升腾起温暖。无论如何，都要微笑下去吧。勇敢地去迎接，我的未来吧。,MY WAY（推断）,神奇校车
书籍,1,在我心里，刘墉老师就像自己的父亲一样，从他的点一盏心灯，到肯定自己，创造自己等，都给成长路上的我很深的启示，让我明白了很多的道理，O(∩_∩)O~，这一本书，是工作了以后，才发现，社会上的人良莠不齐，尤其是一个女同事，让我感到了用同样的心态去面对所有的人，是不明智的，自己可以不去害人，但是不能不防人，好好读读这本书，好好的想一想，以后会懂得更多的道理，喜欢~~~~~~,点一盏心灯（推断）,把吃出来的病吃回去
书籍,1,在网上偶尔看到别人的推荐，于是买一本看看，求的是轻松。那天正好坐飞机去北京，在飞机上我不停喷笑，努力克制，好歹也要装出“杜拉拉”型的职场白骨精形象。等下飞机的时候，刚好看完，却开始心里泛堵。总觉得像咬了口大红薯，虽然味美，但是卡在食道下不去，憋得慌。坐出租去酒店的时候，看到初春的北京还是处处冷涩，突然有种顿悟的感觉，北京的青春和南方的如此不同，彪悍之余还带着一点忧伤。,杜拉拉升职记（推断）,珍藏本原拓赵之谦印谱
书籍,1,在特定的故事背景下，作者描述了这么一个淡然而又义无返顾的故事，她想过自己想要的生活，但是她也不排斥生活的被动安排，一些事情的发生，逐渐让她成长改变，但是终究变的只是一些理解，对于她追求的，她没有放弃过，无法相守，便相思于江湖……给予一个可怜的身世，给予一身的病痛，也给予才情，他获得了她的心动，痛苦并且幸福着……,步步惊心（推断）,我不要被吃掉
书籍,1,"在萨先生眼中,水浒不仅是是文学名著,更是社会学名著.他把水浒放在宋朝政治、经济、社会的大环境下来研究.梁山好汉凭什么集结在一起的?“忠”“义”而已.这里的忠义与儒家思想的忠义大有不同.萨先生以水浒为活蓝本,简析了当时的社会制度、婚姻制度,很有见地.水浒的时代去今近一个世纪,书中所写的“打家劫舍”“论称分银”的生产和分配方式，我认为在当代社会是不值得提倡的。",水浒（推断）,我不是教你诈
书籍,1,在起点追读已久，听说出实体版了，特意买来收藏，也方便我继续向别人推荐这本书。在人人想做颠覆世界、掌控一切的大人物的书海中，忽然看到这样一本写平常心的小人物，而且写这如此有创意如此爆笑的书，实在是太难得了！吃饭喝水时不能读，会喷饭；上班时不能看，会突然爆笑被发现... 实在是让人很开心同时又常常会觉得非常温馨的一本书，可以轻轻松松就一口气读完非常流畅。,我师兄实在太稳健了（推断）,非暴力沟通
书籍,1,"在女儿的一再要求下,决定买了算盘给女儿拨着玩,让她感受下算珠的手感和其中的乐趣..只因自己记不太清楚算珠的拨法了,怕误导女儿,所以买了此书.网上关于珠心算的书很多,要选好选对一本不容易,抱着试试看的心态进入了跟女儿一起了解的过程.....书的设计不错,挺适合刚接触珠算的小朋友,女儿很喜欢,愿意自己看着图跟着一页页地练习,看到女儿自我陶醉的样子,全家人挺开心的.",珠心算（推断）,自尊女孩
书籍,1,在那段人性泯灭的岁月里，李光头和兄弟相依为命，结下了虽无血缘、但是情同手足、血浓于水的人间亲情，该小说在后半部分李光头飞黄腾达之后，仍然难以忘怀兄弟之间的那一份手足情深，绝对与这一段经历息息相关兄弟上的魅力在于真实性、深刻的感情描写，但是好多涉黄的片段，譬如说李光头偷看屁股、举办处美人大赛、李光头和林红的性关系描写，究竟该怎么样看待书中大量的性描写，我认为值得探讨,兄弟（推断）,好妈妈胜过好老师
书籍,1,在没读这本书这前，很多时候都不大了解老公到底想的是什么，或者是他为什么要那么做，他是怎么想的。呵呵，读了这本书后，受益匪钱，开始慢慢地了解老公，理解老公了。这本书，从最基本的人性开始剖析，从各方面诠释男人与女人之间是那么不同，又紧紧相连。使女人全方位的了解男人。呵呵，我觉得这本书很适合结婚一年左右的群体，这一阶段正是男人与女人最难以相处的时期。,男人来自火星，女人来自金星（推断）,郑玉巧的作品
书籍,1,在买书前怕看过书后对什么食物的胃口没有掉，结果是有想一口气读完的感觉，很喜欢书的排版，看起来很舒服，面对现实不会有压抑的感觉..看着作者所说的一个个手工作坊被添加剂妖化为批量生产真的觉得好心痛，很怀疑现在的中华老字号还剩下些什么..日本的食品现状是这样子，那么在中国呢？很实用的一本书，看过之后真的是受益匪浅，从此食品包装袋后面的配料表对不知情的我们不再是一个摆设，起码会多留心一下..,食品真相大揭秘（推断）,娜写年华
书籍,1,在买了内因决定外貌那本书后，发现了这本姊妹篇。用了两个晚上就大致读了一遍，觉得不错，里面有不仅有很多小配方，还有的就是作者的生活态度，虽然现在的生活节奏很快，我们无法向作者那样精致、优雅的生活，没那时间和精力，但是里面一些日常可以做到的我会做，能做多少是多少，这也是对自身的一种关爱，呵呵。总之，这本书适合女孩子读一读，学一学,内因决定外貌（推断）,郎咸平的作品
书籍,1,在孔夫子有卖的，注意是1980年8月版的，封面所写为“任应秋主编”，编写说明中写明是“个人执笔，集体审查”。1986年版主编好像不是任老，他已于84年辞世。,任应秋主编（推断）,牛奶可乐经济学
书籍,1,在看第三部之前对剧情的进展我已经做好心理准备，个人认为剧情不会有太大的跨度，实际上确实如此。整本书在贝拉、爱德华、雅各布三角关系上叙述、发展、游离不定。贝拉对于雅各布感情的不确定以至到最后心里的确定，而由此带给爱德华的伤害确实让人有些愤怒有点不屑，或许他在贝拉最无助的时候给予了最大的温暖和关怀，从而让贝拉产生了超乎朋友的感情，然而由于一开始作者已经将男女主角的感情定格成不容破坏、稳固如山一般，而随着故事的发展，还是难免逃过这一块三角剧情，让我有点不太愿意接受。而从另外一个角度想，实际在贝拉认真面对她最初的决定时，不论是执行的难度，还是在执行后如何面对她最亲的人是她无法预测和衡量的，她该如何面对她的查理、她的蕾妮，还有她始终不知该如何对待的雅各布，我认为从她心里来讲，她犹豫啦，而她又不愿放弃爱德华，这样造成事情各个方面、故事的各个人物两难的局面。也许，当你从人类跨区成为另一类生物时，心里的矛盾真的无法言喻。直到最后，在讲述了大篇幅狼人家族的故事后，来了一场和第一本书结尾一样的战争后，贝拉突然想清了一切，与爱德华幸福相拥。这一部分对我来说我觉得跳得又太快啦，或许、也许不能太正常思考这本书，因为本身讲述的就是一段非正常爱情故事。总的来说，故事显得不太吸引人，不知道拍起电影是否会好些。,暮光之城（推断）,西藏生死书
书籍,1,在很久之前就有购买这本书的欲望，可总是因为各种原因而忘记。楼下的免费图书馆中收藏了这本书，却总是借不到。于是专门在当当买了这本书。这门书是小说，却又像个人经历。富有趣味，贴近生活，让人读不释卷。通过一名女子的职场生涯透出职场生存的智慧。如何快速的融入职场、如何不断提高自己、如何在职场上不断得到提升，是每名职场人员不断探究的问题。遥想自己大学毕业生时，对于职业生涯懵懂无知。大学教育的落后及失败使得自己对于职业生涯一无所知，只能在不断的失败教训中获得经验。而今工作十余年，在读到本书时才发现还有漫长的路要走。本书主角虽然是外企行政部门的女白领，却同样适合于各种公司的各个职位角色人员，尤其适合于刚毕业的大学生们。如何从本书中汲取自身缺乏的知识，那就是我们需要努力阅读的关键。当我花费一天的时间读完本书时，我突然觉得下一次升职的机遇已经出现。,杜拉拉升职记（推断）,求医不如求己
书籍,1,在读这套书之前，已从当当上买齐全套的《不一样的卡梅拉》，那时女儿不到三岁，非常的喜欢，后来看到这套，多少有些迟疑，因为从画面上来说有些过于简单，抱着试试看的心情，买了一套，结果，女儿一看就喜欢上了，这套书的特色比较鲜明，每一本的主题对塑造孩子的优良个性都有着很大的帮助，女儿从弗洛格身上学会了爱心，学会了自信，学会了勇敢。。。感谢弗洛格！感谢当当！,青蛙弗洛格（推断）,良言写意
书籍,1,在读完之前就向同事推荐这本书，同事看了不过瘾自己又去买了一本。给自己安排了一个闲暇的时间和空间，坐下来认认真真地看了一个下午，用彩笔在书上画了好多线，然后推荐给先生看。总的来说，还是受益非浅，很多婚姻中相处的原则和要点值得借鉴。书中是一个个小故事，作者化身为子木先生或子木夫人给出分析评论和建议，很值得一看。,婚姻心理学（推断）,轱辘轱辘转
书籍,1,在当当上买了那么多书，这是第一次有写。书评的冲动。实在觉得作者说的太好了，不推荐出来，自己都觉得过意不去。书里有很多经验都值得细细回味，特别关于课外阅读那部分让我共鸣不已，并且特地拿给我爸看。在孩子教育上，他外公就是主张不要花那么多时间进行课外阅读，把课本读好读精就行了，我虽说觉得他不对，但理论上不能说服，这下可有后援了哈哈！！,好妈妈胜过好老师（推断）,我不想生气
书籍,1,在百度的彩吧里待了很久，所以已经把小说都看完了，也看了吧里大人们的各类翻译，不过能看到出正版书真是太开心了！赶快买一本放在家里藏着，哈哈哈哈~因为厦门送书的速度远比上海的慢，所以直到离开家都还没有收到书，不过听说纸张和复印质量不是很好，还是有可以改动的空间啊~出版社加油，赶快把书都出完吧~最新出的书如果台湾出版社没有翻译的话，百度吧里也有啊，可以出得快快的，相信会很有销路的~,百度彩吧（推断）,暖暖心绘本
书籍,1,再连读两遍之后，在一个阴郁蒙蒙的日子，跑到青云谱八大山人纪念馆，很想找找山人当年生活过的足迹，在竹林幽静的小道，在他的墓前，在他的冷眼看世界的画前都驻足很久，不肯离去。,八大山人纪念馆（推断）,钱多多嫁人记
书籍,1,"再次回家看了,发现小孩的视角跟我们大人的真的不一样,我家外甥女居然比较喜欢车来了,呵呵,本人比交看好的拉吧吧,他倒没什么兴趣,还有刷牙那本,她一看到书上就拿手指在那仅有的三个牙上刷.哈哈,应该是长牙了,这个动作刚好可以磨牙",车来了（推断）,拇指姑娘
书籍,1,再补充一些评论，这本书是报业系统内部所有人都推荐的书籍，因此，看到我在当当上购买到了此书，同事也纷纷托买。对于业内新手来说，是一本很专业的指导书籍。而许多从业多年的老媒体人，也时常要翻翻这本书，规范自己的新闻思路。如果你是业内人士，自然不需要我来多说。如果你是正在学习新闻专业的学生，或者是即将入行的新人，就请沉下心来细细读。,新闻写作教程（推断）,杜拉拉升职记
书籍,1,再补充两点吧，我觉得卡洛斯的成功还在于以下三点，很值得我们学习：1.要选对合适的人帮助自己——雷诺帮；2.要有战略眼光——选择合适的合作伙伴（日产、东风）；3.要有培养人的意识——人员交流（雷诺=日产）；我对第三点最为敬佩，一个成功的管理者不在于自己做到多么高的位置，而在于自己能够培养无数的后来者走向成功，为企业造血，为企业的长远发展做好人才储备；,卡洛斯（推断）,长腿叔叔
书籍,1,晕死，发表的评论竟然无法编辑？？？我想改几个错别字就不行吗？？？“于己，是一泄郁闷的痛苦”应该是“于己，是一泄郁闷的痛快”一字之差，意思大变！！！,黄金时代（推断）,北京隔板房
书籍,1,晕，介绍上明明是“平装”，收到的是砖头一样的精装，无法随时随地“享用”了！谁会带着这样一本书上公车，即使躺在床上拿着看也不长久--每隔几分钟被迫换手，最后不是因为看得太累尽兴收山，而是因为手指抽筋了不得不暂时“罢工”。这样的精装书少了一份亲切、一份随和，反刍的欲望和几率呈几何速率递减。哎，生命中无法承受的精装之痛！,生命中无法承受之轻（推断）,活着
