sku_id,item_name,score,text,aspect_input,aspect,sentiment,confidence,raw_result
5089275,comment,5,纠结了很久还是买了8p，对比很多方面，拍照超级好看，很信任京东，物流很快虽然是别的地方但依旧快，东西绝对是正品，嘻嘻嘻，非常喜欢。,物流,['物流'],['Positive'],[0.7567164301872253],"{'text': '物流 纠结了很久还是买了8p，对比很多方面，拍照超级好看，很信任京东，物流很快虽然是别的地方但依旧快，东西绝对是正品，嘻嘻嘻，非常喜欢。', 'aspect': ['物流'], 'sentiment': ['Positive'], 'confidence': [0.7567164301872253], 'probs': [array([0.20752382, 0.03575979, 0.75671643], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
7081550,comment,5,购买前经过选购，对比，最终买了这个机器机型，收货很快，收到初步检查也没问题，速度肯定快，因为之前用的老手机慢要下岗由这个替代，另外这个配置970的u目前也是顶级高端了，所以肯定快！手感由于之前手机小，现在手机屏幕都大了，这个虽然相对小，但是还是比老手机5s大的多，拿起来，把持起来很累手，但是现在手机屏幕都大了也没办法，如果能小点自然更好！ 购买后用了几天，没发现机器有什么故障和问题，问题不大，用网上说的手机跑分工具测试不到19万多分，大概是21号购买的第6天，推送了那个tpu什么的加持手机体验速度的所谓黑科技，更新后又跑分上了20万如图！由于手机平时用的不多，主要接打电话，目前也没体验看视频，没体验任何游戏，没安装！ 只说下语音通话都ok，没发现问题，微信qq都正常使用，唯一遗憾的是微信和qq不支持指纹支付，这个前期我也不知道，后来使用发现，百度查询得知确认华为不支持，这是最不好的地方，本人主要用微信qq支付频繁些，只能老手机继续了，希望后续支持吧，也希望这个手机能战几年！,屏幕,['屏幕'],['Positive'],[0.9398331642150879],"{'text': '屏幕 购买前经过选购，对比，最终买了这个机器机型，收货很快，收到初步检查也没问题，速度肯定快，因为之前用的老手机慢要下岗由这个替代，另外这个配置970的u目前也是顶级高端了，所以肯定快！手感由于之前手机小，现在手机屏幕都大了，这个虽然相对小，但是还是比老手机5s大的多，拿起来，把持起来很累手，但是现在手机屏幕都大了也没办法，如果能小点自然更好！ 购买后用了几天，没发现机器有什么故障和问题，问题不大，用网上说的手机跑分工具测试不到19万多分，大概是21号购买的第6天，推送了那个tpu什么的加持手机体验速度的所谓黑科技，更新后又跑分上了20万如图！由于手机平时用的不多，主要接打电话，目前也没体验看视频，没体验任何游戏，没安装！ 只说下语音通话都ok，没发现问题，微信qq都正常使用，唯一遗憾的是微信和qq不支持指纹支付，这个前期我也不知道，后来使用发现，百度查询得知确认华为不支持，这是最不好的地方，本人主要用微信qq支付频繁些，只能老手机继续了，希望后续支持吧，也希望这个手机能战几年！', 'aspect': ['屏幕'], 'sentiment': ['Positive'], 'confidence': [0.9398331642150879], 'probs': [array([0.01607979, 0.0440871 , 0.93983316], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
7081550,comment,5,购买前经过选购，对比，最终买了这个机器机型，收货很快，收到初步检查也没问题，速度肯定快，因为之前用的老手机慢要下岗由这个替代，另外这个配置970的u目前也是顶级高端了，所以肯定快！手感由于之前手机小，现在手机屏幕都大了，这个虽然相对小，但是还是比老手机5s大的多，拿起来，把持起来很累手，但是现在手机屏幕都大了也没办法，如果能小点自然更好！ 购买后用了几天，没发现机器有什么故障和问题，问题不大，用网上说的手机跑分工具测试不到19万多分，大概是21号购买的第6天，推送了那个tpu什么的加持手机体验速度的所谓黑科技，更新后又跑分上了20万如图！由于手机平时用的不多，主要接打电话，目前也没体验看视频，没体验任何游戏，没安装！ 只说下语音通话都ok，没发现问题，微信qq都正常使用，唯一遗憾的是微信和qq不支持指纹支付，这个前期我也不知道，后来使用发现，百度查询得知确认华为不支持，这是最不好的地方，本人主要用微信qq支付频繁些，只能老手机继续了，希望后续支持吧，也希望这个手机能战几年！,速度,['速度'],['Positive'],[0.9590786099433899],"{'text': '速度 购买前经过选购，对比，最终买了这个机器机型，收货很快，收到初步检查也没问题，速度肯定快，因为之前用的老手机慢要下岗由这个替代，另外这个配置970的u目前也是顶级高端了，所以肯定快！手感由于之前手机小，现在手机屏幕都大了，这个虽然相对小，但是还是比老手机5s大的多，拿起来，把持起来很累手，但是现在手机屏幕都大了也没办法，如果能小点自然更好！ 购买后用了几天，没发现机器有什么故障和问题，问题不大，用网上说的手机跑分工具测试不到19万多分，大概是21号购买的第6天，推送了那个tpu什么的加持手机体验速度的所谓黑科技，更新后又跑分上了20万如图！由于手机平时用的不多，主要接打电话，目前也没体验看视频，没体验任何游戏，没安装！ 只说下语音通话都ok，没发现问题，微信qq都正常使用，唯一遗憾的是微信和qq不支持指纹支付，这个前期我也不知道，后来使用发现，百度查询得知确认华为不支持，这是最不好的地方，本人主要用微信qq支付频繁些，只能老手机继续了，希望后续支持吧，也希望这个手机能战几年！', 'aspect': ['速度'], 'sentiment': ['Positive'], 'confidence': [0.9590786099433899], 'probs': [array([0.0080072 , 0.03291415, 0.9590786 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
7081550,comment,5,购买前经过选购，对比，最终买了这个机器机型，收货很快，收到初步检查也没问题，速度肯定快，因为之前用的老手机慢要下岗由这个替代，另外这个配置970的u目前也是顶级高端了，所以肯定快！手感由于之前手机小，现在手机屏幕都大了，这个虽然相对小，但是还是比老手机5s大的多，拿起来，把持起来很累手，但是现在手机屏幕都大了也没办法，如果能小点自然更好！ 购买后用了几天，没发现机器有什么故障和问题，问题不大，用网上说的手机跑分工具测试不到19万多分，大概是21号购买的第6天，推送了那个tpu什么的加持手机体验速度的所谓黑科技，更新后又跑分上了20万如图！由于手机平时用的不多，主要接打电话，目前也没体验看视频，没体验任何游戏，没安装！ 只说下语音通话都ok，没发现问题，微信qq都正常使用，唯一遗憾的是微信和qq不支持指纹支付，这个前期我也不知道，后来使用发现，百度查询得知确认华为不支持，这是最不好的地方，本人主要用微信qq支付频繁些，只能老手机继续了，希望后续支持吧，也希望这个手机能战几年！,手感,['手感'],['Positive'],[0.9500805735588074],"{'text': '手感 购买前经过选购，对比，最终买了这个机器机型，收货很快，收到初步检查也没问题，速度肯定快，因为之前用的老手机慢要下岗由这个替代，另外这个配置970的u目前也是顶级高端了，所以肯定快！手感由于之前手机小，现在手机屏幕都大了，这个虽然相对小，但是还是比老手机5s大的多，拿起来，把持起来很累手，但是现在手机屏幕都大了也没办法，如果能小点自然更好！ 购买后用了几天，没发现机器有什么故障和问题，问题不大，用网上说的手机跑分工具测试不到19万多分，大概是21号购买的第6天，推送了那个tpu什么的加持手机体验速度的所谓黑科技，更新后又跑分上了20万如图！由于手机平时用的不多，主要接打电话，目前也没体验看视频，没体验任何游戏，没安装！ 只说下语音通话都ok，没发现问题，微信qq都正常使用，唯一遗憾的是微信和qq不支持指纹支付，这个前期我也不知道，后来使用发现，百度查询得知确认华为不支持，这是最不好的地方，本人主要用微信qq支付频繁些，只能老手机继续了，希望后续支持吧，也希望这个手机能战几年！', 'aspect': ['手感'], 'sentiment': ['Positive'], 'confidence': [0.9500805735588074], 'probs': [array([0.01219561, 0.03772379, 0.9500806 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
5663902,comment,5,手机很快就收到了，实物与商品介绍一样，手感和外观上看着还不错。因为一直用的都是华为手机，打开看内容，还是那么熟悉，一如既往的好！买手机时的选择性太多，好不容易选择购买了这款，希望长久的使用质量寿命令人满意就好！,外观,['外观'],['Positive'],[0.9879854321479797],"{'text': '外观 手机很快就收到了，实物与商品介绍一样，手感和外观上看着还不错。因为一直用的都是华为手机，打开看内容，还是那么熟悉，一如既往的好！买手机时的选择性太多，好不容易选择购买了这款，希望长久的使用质量寿命令人满意就好！', 'aspect': ['外观'], 'sentiment': ['Positive'], 'confidence': [0.9879854321479797], 'probs': [array([3.4430515e-04, 1.1670259e-02, 9.8798543e-01], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
5663902,comment,5,手机很快就收到了，实物与商品介绍一样，手感和外观上看着还不错。因为一直用的都是华为手机，打开看内容，还是那么熟悉，一如既往的好！买手机时的选择性太多，好不容易选择购买了这款，希望长久的使用质量寿命令人满意就好！,手感,['手感'],['Positive'],[0.9878042936325073],"{'text': '手感 手机很快就收到了，实物与商品介绍一样，手感和外观上看着还不错。因为一直用的都是华为手机，打开看内容，还是那么熟悉，一如既往的好！买手机时的选择性太多，好不容易选择购买了这款，希望长久的使用质量寿命令人满意就好！', 'aspect': ['手感'], 'sentiment': ['Positive'], 'confidence': [0.9878042936325073], 'probs': [array([3.2109290e-04, 1.1874588e-02, 9.8780429e-01], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
7283905,comment,5,27号下的单，今天收到1星期内，坐标河南商丘，手机是武汉仓过来的。充电头是5V2A的 不支持快充。已经另外购买。,充电,['充电'],['Negative'],[0.8699519038200378],"{'text': '充电 27号下的单，今天收到1星期内，坐标河南商丘，手机是武汉仓过来的。充电头是5V2A的 不支持快充。已经另外购买。', 'aspect': ['充电'], 'sentiment': ['Negative'], 'confidence': [0.8699519038200378], 'probs': [array([0.8699519 , 0.12279047, 0.00725757], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
5001213,comment,5,今天刚收到！ 看到京东的快递包装盒，我内心是一群奔腾而过的！几千块钱的物品包装，没有防压提示，包装盒直接被压塌一个角，幸好小米自带包装耐压，手机没事！ 京东快递有必要注意点，虽然你们或许不会在意顾客说什么的... 手机挺好，手感比肩水果7！关于全面屏，我想小米这样已经很厚道了，没有啥挑剔的！如果把下巴移到上面就更好了！ 使用感受，等用几天再评价吧！ 除开京东的包装，值得购买！,手感,['手感'],['Positive'],[0.6393643617630005],"{'text': '手感 今天刚收到！ 看到京东的快递包装盒，我内心是一群奔腾而过的！几千块钱的物品包装，没有防压提示，包装盒直接被压塌一个角，幸好小米自带包装耐压，手机没事！ 京东快递有必要注意点，虽然你们或许不会在意顾客说什么的... 手机挺好，手感比肩水果7！关于全面屏，我想小米这样已经很厚道了，没有啥挑剔的！如果把下巴移到上面就更好了！ 使用感受，等用几天再评价吧！ 除开京东的包装，值得购买！', 'aspect': ['手感'], 'sentiment': ['Positive'], 'confidence': [0.6393643617630005], 'probs': [array([0.0484064 , 0.31222925, 0.63936436], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
5001213,comment,5,今天刚收到！ 看到京东的快递包装盒，我内心是一群奔腾而过的！几千块钱的物品包装，没有防压提示，包装盒直接被压塌一个角，幸好小米自带包装耐压，手机没事！ 京东快递有必要注意点，虽然你们或许不会在意顾客说什么的... 手机挺好，手感比肩水果7！关于全面屏，我想小米这样已经很厚道了，没有啥挑剔的！如果把下巴移到上面就更好了！ 使用感受，等用几天再评价吧！ 除开京东的包装，值得购买！,快递,['快递'],['Positive'],[0.8436768651008606],"{'text': '快递 今天刚收到！ 看到京东的快递包装盒，我内心是一群奔腾而过的！几千块钱的物品包装，没有防压提示，包装盒直接被压塌一个角，幸好小米自带包装耐压，手机没事！ 京东快递有必要注意点，虽然你们或许不会在意顾客说什么的... 手机挺好，手感比肩水果7！关于全面屏，我想小米这样已经很厚道了，没有啥挑剔的！如果把下巴移到上面就更好了！ 使用感受，等用几天再评价吧！ 除开京东的包装，值得购买！', 'aspect': ['快递'], 'sentiment': ['Positive'], 'confidence': [0.8436768651008606], 'probs': [array([0.03852135, 0.11780172, 0.84367687], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
5001213,comment,5,今天刚收到！ 看到京东的快递包装盒，我内心是一群奔腾而过的！几千块钱的物品包装，没有防压提示，包装盒直接被压塌一个角，幸好小米自带包装耐压，手机没事！ 京东快递有必要注意点，虽然你们或许不会在意顾客说什么的... 手机挺好，手感比肩水果7！关于全面屏，我想小米这样已经很厚道了，没有啥挑剔的！如果把下巴移到上面就更好了！ 使用感受，等用几天再评价吧！ 除开京东的包装，值得购买！,包装,['包装'],['Neutral'],[0.4029516279697418],"{'text': '包装 今天刚收到！ 看到京东的快递包装盒，我内心是一群奔腾而过的！几千块钱的物品包装，没有防压提示，包装盒直接被压塌一个角，幸好小米自带包装耐压，手机没事！ 京东快递有必要注意点，虽然你们或许不会在意顾客说什么的... 手机挺好，手感比肩水果7！关于全面屏，我想小米这样已经很厚道了，没有啥挑剔的！如果把下巴移到上面就更好了！ 使用感受，等用几天再评价吧！ 除开京东的包装，值得购买！', 'aspect': ['包装'], 'sentiment': ['Neutral'], 'confidence': [0.4029516279697418], 'probs': [array([0.3857648 , 0.40295163, 0.21128356], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！,屏幕,['屏幕'],['Neutral'],[0.6659860014915466],"{'text': '屏幕 在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！', 'aspect': ['屏幕'], 'sentiment': ['Neutral'], 'confidence': [0.6659860014915466], 'probs': [array([0.10622991, 0.665986  , 0.2277841 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！,显示,['显示'],['Neutral'],[0.5680111646652222],"{'text': '显示 在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！', 'aspect': ['显示'], 'sentiment': ['Neutral'], 'confidence': [0.5680111646652222], 'probs': [array([0.20983626, 0.56801116, 0.22215253], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！,相机,['相机'],['Positive'],[0.48760131001472473],"{'text': '相机 在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！', 'aspect': ['相机'], 'sentiment': ['Positive'], 'confidence': [0.48760131001472473], 'probs': [array([0.05976868, 0.45262998, 0.4876013 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！,性能,['性能'],['Neutral'],[0.5450206398963928],"{'text': '性能 在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！', 'aspect': ['性能'], 'sentiment': ['Neutral'], 'confidence': [0.5450206398963928], 'probs': [array([0.17202851, 0.54502064, 0.28295082], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！,运行,['运行'],['Positive'],[0.6043635010719299],"{'text': '运行 在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！', 'aspect': ['运行'], 'sentiment': ['Positive'], 'confidence': [0.6043635010719299], 'probs': [array([0.0259815 , 0.36965495, 0.6043635 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！,速度,['速度'],['Positive'],[0.8681795001029968],"{'text': '速度 在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！', 'aspect': ['速度'], 'sentiment': ['Positive'], 'confidence': [0.8681795001029968], 'probs': [array([0.0472864 , 0.08453411, 0.8681795 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！,系统,['系统'],['Neutral'],[0.5607014894485474],"{'text': '系统 在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！', 'aspect': ['系统'], 'sentiment': ['Neutral'], 'confidence': [0.5607014894485474], 'probs': [array([0.07527156, 0.5607015 , 0.364027  ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！,质感,['质感'],['Positive'],[0.839252233505249],"{'text': '质感 在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！', 'aspect': ['质感'], 'sentiment': ['Positive'], 'confidence': [0.839252233505249], 'probs': [array([0.02987606, 0.13087179, 0.83925223], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！,物流,['物流'],['Neutral'],[0.5999357104301453],"{'text': '物流 在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！', 'aspect': ['物流'], 'sentiment': ['Neutral'], 'confidence': [0.5999357104301453], 'probs': [array([0.05396108, 0.5999357 , 0.3461032 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
